country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
romania,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,1,0,0,10,0,0,0
india,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,5
canada,3,With_Other_Friends/Relatives,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Independent,0,1,0,0,1,1,0,10,2,0,1
italy,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,0,0,0,0,10,0,1,0
canada,4,With_Other_Friends/Relatives,1.0,1.0,Volunteering,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,18,4,0,5
united_kingdom,0,With_Other_Friends/Relatives,4.0,3.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,0,14,0,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,0,7,1,5
uganda,0,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,90,0,1,4
italy,3,With_Spouse_and_Children,3.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,4,10,1,1
uganda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,0,4
belgium,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,5
swizerland,3,With_Other_Friends/Relatives,4.0,2.0,Visiting_Friends_and_Relatives,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,0,0,5,3,1,1
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,1,6,0,1,1
japan,1,None,0.0,1.0,Scientific_and_Academic,Hunting_Tourism,Others,Package_Tour,0,1,1,0,1,0,0,3,0,1,4
zambia,3,Alone,0.0,1.0,Business,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,4
italy,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
india,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,79,0,0,0
france,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,14,0,0,1
swizerland,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,0,1,0
canada,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,16,0,1,1
lesotho,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,4
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,2,20,0,5
austria,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,10,4,1,1
united_states_of_america,1,Alone,1.0,0.0,Volunteering,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,63,5,1,5
united_states_of_america,4,With_Other_Friends/Relatives,4.0,1.0,Scientific_and_Academic,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,21,0,0,1
south_africa,5,Alone,0.0,1.0,Business,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,1,5
france,4,With_Children,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,9,1,5
united_states_of_america,4,With_Other_Friends/Relatives,3.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,0,1,1
united_states_of_america,4,With_Children,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,11,0,1,1
united_states_of_america,4,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,5,2,1,5
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,8,4,1,5
united_states_of_america,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,1,6,0,1,1
united_kingdom,5,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,27,0,0,0
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,5,1,1
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,2
new_zealand,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,10,14,1,0
poland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,4,0,1,0
lebanon,1,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,0
swizerland,3,With_Spouse_and_Children,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,14,7,1,1
germany,4,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,3
united_kingdom,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,12,0,0,1
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,0
zimbabwe,3,Alone,1.0,0.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,4,0,1,3
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,0,0,4
pakistan,3,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,9,0,0
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,0,5
swizerland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,1,12,0,5
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,13,0,1,1
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,0,8,0,1
china,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,10,7,1,5
china,3,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,6,0,1,0
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,1,0,6,1,1
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,7,1,0
italy,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,7,1,5
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,0,17,3,1,1
germany,1,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,8,0,1,5
united_kingdom,3,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Others,Independent,0,0,0,0,0,0,0,4,0,0,3
france,5,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,0,0,0,0,0,10,0,0,1
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,1,1,0,0,6,1,1
zambia,3,With_Children,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,13,0,0,4
united_kingdom,1,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Conference_Tourism,Tanzania_Mission_Abroad,Package_Tour,1,1,1,1,1,1,1,13,0,1,0
united_kingdom,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,4,9,1,5
nigeria,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,0
zambia,3,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,4
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,3,0,1,1
france,4,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,4,1,5
kenya,1,None,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,0,5
italy,3,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,0
united_states_of_america,3,Alone,1.0,0.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,1,0,5
denmark,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,1,0
philipines,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,7,0,1,1
china,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,3,1,0
united_kingdom,4,With_Spouse_and_Children,4.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,10,5,1,1
united_states_of_america,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,1,1,0,6,0,1,5
united_states_of_america,3,None,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,4,0,1,5
sweden,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,8,1,5
spain,4,With_Spouse_and_Children,1.0,4.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,4,1,1
india,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,0,5
italy,3,With_Other_Friends/Relatives,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,1,0,0,0,0,0,8,1,0
france,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,1,1,0,7,1,1
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,10,0,3
portugal,3,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,48,0,0,5
uae,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,3
australia,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,0,1,1,1,1,1,0,4,3,0,3
united_kingdom,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,4,0,1
oman,4,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,4,10,1,1
zimbabwe,3,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,4
united_states_of_america,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,18,0,1,2
belgium,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,14,1,1
australia,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,36,0,1,5
france,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,0,1,1
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,10,4,1,0
austria,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,0,1,0,1,1,0,0,11,1,1
germany,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,5,0,1,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,5
zimbabwe,4,With_Spouse,1.0,1.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,1,3
italy,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,1,5
zimbabwe,3,With_Other_Friends/Relatives,0.0,2.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,1,3
italy,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,0,1,0,1,1,1,1,9,9,0,1
zambia,3,Alone,1.0,0.0,Business,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,4
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,1,1,0,10,0,1,0
france,1,With_Children,1.0,3.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,7,0,0,0
kenya,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,0,4
united_states_of_america,4,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,8,0,0,3
france,3,With_Spouse_and_Children,3.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,0,0,0,0,18,3,1,0
italy,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,1,6,0,1,0
zambia,3,None,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,9,0,1,4
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
uganda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,4
sweden,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,11,6,0,5
united_states_of_america,5,With_Other_Friends/Relatives,3.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,1,13,0,1,0
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,21,3,1,0
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,0,1
germany,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Business,Friends_relatives,Package_Tour,1,1,1,0,0,0,0,0,14,1,1
italy,4,None,0.0,1.0,Other,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,5,0,0,3
united_arab_emirates,3,Alone,0.0,1.0,Meetings_and_Conference,Bird_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,0,5
uganda,3,With_Other_Friends/Relatives,5.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,4,0,1,4
united_states_of_america,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,1
italy,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,5
south_africa,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,2
india,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,0,0,0,0,0,14,7,1,3
denmark,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,22,6,1,1
new_zealand,3,None,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,5,1,5
united_states_of_america,4,With_Other_Friends/Relatives,22.0,6.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,9,0,1,1
united_states_of_america,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,2,1,5
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,13,0,1,0
australia,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,0,1,1,1,1,1,0,6,0,1,1
italy,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
uganda,3,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,1,0,1,5
uganda,1,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,25,0,1,4
south_africa,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,5,0,1,5
united_kingdom,4,With_Children,2.0,3.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,4,1,5
netherlands,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,6,0,1,0
zimbabwe,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,1,0,5
netherlands,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,6,0,1,5
united_kingdom,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,5
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,8,2,1,5
united_states_of_america,4,With_Spouse_and_Children,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,4,0,1,1
australia,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,2,10,1,5
vietnam,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,4
united_kingdom,4,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,0,1,0,0,0,16,15,0,0
finland,3,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,1,3
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,3,4,1,1
sweden,3,With_Spouse,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,0
italy,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,0,1,0,6,1,0
australia,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,7,3,1,0
uae,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,6,1,5
germany,3,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,12,0,1,5
united_states_of_america,1,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,9,0,0,5
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,21,0,1,5
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,16,0,1,1
kenya,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,1,0,0,0,0,0,7,1,0
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,1,1,1,1,1,1,0,6,0,0,1
zimbabwe,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,1,4
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,7,11,1,5
uganda,3,Alone,1.0,0.0,Other,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,1,0,1,4
kenya,3,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,5
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,3,7,1,1
serbia,3,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,4,1,4
uganda,4,Alone,1.0,0.0,Meetings_and_Conference,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,3
spain,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,5,0,5
japan,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,16,0,1,0
zambia,3,With_Spouse_and_Children,2.0,3.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,1,0
zambia,3,Alone,0.0,1.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,1,3
zambia,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,5
uganda,3,Alone,0.0,1.0,Other,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,4
japan,1,None,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,3,0,1,5
india,4,Alone,0.0,1.0,Business,Mountain_Climbing,Radio_TV_Web,Independent,0,0,0,0,0,0,0,7,0,0,5
south_africa,4,Alone,0.0,1.0,Business,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,3
france,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,1,0,0,0,7,0,1,1
germany,4,With_Spouse,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,6,1,5
